time_s,timestamp_ms,distance_m,latitude,longitude,altitude,velocity_mps,acceleration_mpss,direction,isRegistered,rsrp_dbm,rsrq_db,rssnr_db,cqi,ss,ta,ci,pci,id,payload_mb,throughput_mbits,rtt_ms,f_mhz,scenario,provider,timestamp,enodeb,drive_id
81.91,1545134450,762.88,51.486733,7.418645,147.65,14.73,1.23,153.24,1,-106,-14,-3,7,34,5,13416986,61,7,2,1.69,58,1845,suburban,o2,2018-12-18T12:00:50Z,52410,13
90.18,1545134458,871.5,51.485754,7.418554,146.48,11.17,-0.01,174.97,1,-116,-11,3,9,13,17,13392906,346,8,3,14.06,69,1865,suburban,vodafone,2018-12-18T12:00:58Z,52316,13
90.41,1545134459,862.08,51.48585,7.418519,142.43,11.03,-0.18,188.62,1,-100,-9,13,15,40,9,28365056,222,8,8,20.54,59,1815,suburban,tmobile,2018-12-18T12:00:59Z,110801,13
92.07,1545134461,896.3,51.485562,7.418559,141.91,11.48,0.09,168.4,1,-105,-10,-2,7,32,5,13416986,61,8,0.1,0.83,800,1845,suburban,o2,2018-12-18T12:01:01Z,52410,13
100.3,1545134468,986.97,51.484781,7.418977,147.97,12.66,0.12,178.22,1,-107,-8,6,12,18,17,13392906,346,9,4,15.94,51,1865,suburban,vodafone,2018-12-18T12:01:08Z,52316,13
100.53,1545134469,990.86,51.484776,7.418955,148.72,12.78,0.1,180.96,1,-108,-13,-3,4,32,5,13416986,61,9,5,2.78,80,1845,suburban,o2,2018-12-18T12:01:09Z,52410,13
100.44,1545134470,976.71,51.48488,7.418977,146.02,12.52,0.78,173.77,1,-96,-8,4,12,43,11,29391105,167,9,6,16.68,73,1815,suburban,tmobile,2018-12-18T12:01:10Z,114809,13
110.14,1545134478,1124.99,51.483668,7.41807,149.15,14.27,-0.06,214.03,1,-111,-8,8,11,15,17,13392906,346,10,8,29.1,56,1865,suburban,vodafone,2018-12-18T12:01:18Z,52316,13
110.97,1545134479,1129.2,51.483659,7.41808,146.65,14.31,-0.04,212.99,1,-107,-14,-6,6,33,19,13427483,146,10,4,5.36,291,1845,suburban,o2,2018-12-18T12:01:19Z,52451,13
110.37,1545134479,1113.02,51.483742,7.418219,147.04,14.31,-0.01,211.68,1,-98,-9,21,8,42,8,28365056,222,10,0.5,2.65,130,1815,suburban,tmobile,2018-12-18T12:01:19Z,110801,13
120.15,1545134488,1268.55,51.482521,7.417112,147.62,14.34,-0.04,202.55,1,-110,-7,1,9,16,17,13392906,346,11,0.1,4.62,58,1865,suburban,vodafone,2018-12-18T12:01:28Z,52316,13
120.45,1545134489,1272.86,51.482536,7.4171,149.69,14.39,-0.14,202.43,1,-100,-8,2,6,34,19,13427483,146,11,10,6.81,62,1845,suburban,o2,2018-12-18T12:01:29Z,52451,13
120.37,1545134489,1256.7,51.482641,7.417182,143.25,14.47,0.02,203.24,1,-104,-11,3,5,38,8,28365056,222,11,7,8.89,93,1815,suburban,tmobile,2018-12-18T12:01:29Z,110801,13
130.67,1545134498,1378.1,51.481651,7.416637,151.55,0.82,-2.91,201.22,1,-110,-8,4,6,17,17,13392906,346,12,8,21.45,65,1865,suburban,vodafone,2018-12-18T12:01:38Z,52316,13
131.1,1545134499,1383.02,51.481667,7.416639,154.87,0,-0.53,201.86,1,-94,-13,-1,6,45,12,13495579,134,12,3,8.33,277,1845,suburban,o2,2018-12-18T12:01:39Z,52717,13
130.35,1545134499,1377.7,51.481665,7.416628,150.29,3.8,-2.54,201.48,1,-89,-12,11,15,54,8,28365056,222,12,0.5,7.17,156,1815,suburban,tmobile,2018-12-18T12:01:39Z,110801,13
140.15,1545134508,1378.91,51.481651,7.416637,151.7,0,0,201.22,1,-107,-11,5,9,23,17,13392906,346,13,7,17.72,64,1865,suburban,vodafone,2018-12-18T12:01:48Z,52316,13
140.49,1545134509,1383.02,51.481667,7.416639,154.89,0,0,201.86,1,-91,-13,5,6,47,10,13884185,27,13,1,1.39,98,1845,suburban,o2,2018-12-18T12:01:49Z,54235,13
140.36,1545134509,1382.37,51.481649,7.416614,150.67,0,0,201.48,1,-91,-10,9,12,51,8,28365056,222,13,6,12.29,108,1815,suburban,tmobile,2018-12-18T12:01:49Z,110801,13
150.15,1545134518,1378.91,51.481651,7.416637,151.84,0,0,201.22,1,-109,-8,6,6,17,17,13392906,346,14,2,22.73,66,1865,suburban,vodafone,2018-12-18T12:01:58Z,52316,13
150.47,1545134519,1383.02,51.481667,7.416639,154.88,0,0,201.86,1,-91,-10,7,6,44,10,13884185,27,14,0.1,2.25,56,1845,suburban,o2,2018-12-18T12:01:59Z,54235,13
150.43,1545134519,1382.37,51.481649,7.416614,150.84,0,0,201.48,1,-91,-11,7,8,53,8,28365056,222,14,7,17.86,47,1815,suburban,tmobile,2018-12-18T12:01:59Z,110801,13
160.47,1545134528,1383.02,51.481523,7.416614,156.55,1.05,0,165.42,1,-95,-11,0,6,42,13,13495579,134,15,10,5.36,130,1845,suburban,o2,2018-12-18T12:02:08Z,52717,13
160.23,1545134529,1380.36,51.481488,7.416597,152.91,2.3,0.85,176.03,1,-105,-7,4,12,20,17,13392906,346,15,5,22.1,67,1865,suburban,vodafone,2018-12-18T12:02:09Z,52316,13
160.38,1545134529,1382.37,51.48158,7.416584,153.63,0,0,191.97,1,-90,-11,1,5,53,5,28365057,224,15,2,9.69,43,1815,suburban,tmobile,2018-12-18T12:02:09Z,110801,13
170.14,1545134538,1472.19,51.481559,7.418259,156.52,14.81,0.66,83.55,1,-95,-8,13,15,28,17,13392906,346,16,3,18.75,100,1865,suburban,vodafone,2018-12-18T12:02:18Z,52316,13
170.36,1545134539,1464.11,51.48154,7.418007,155,13.97,-0.31,83.2,1,-89,-11,5,9,52,5,28365057,224,16,8,15.92,80,1815,suburban,tmobile,2018-12-18T12:02:19Z,110801,13
171.96,1545134540,1486.23,51.481597,7.418488,157.65,15.72,0.6,84.34,1,-92,-15,-1,7,48,9,13884185,27,16,7,7.13,1355,1845,suburban,o2,2018-12-18T12:02:20Z,54235,13
180.14,1545134548,1642.45,51.481693,7.420753,150.69,17.29,-0.31,82.78,1,-100,-8,7,10,24,17,13392906,346,17,8,27.6,123,1865,suburban,vodafone,2018-12-18T12:02:28Z,52316,13
180.69,1545134549,1642.05,51.481697,7.420729,148.19,17.74,-0.13,83.12,1,-101,-19,-8,4,43,11,13495579,134,17,2,1.46,152,1845,suburban,o2,2018-12-18T12:02:29Z,52717,13
180.35,1545134550,1630.93,51.481664,7.420504,147.85,17.49,-0.41,85.56,1,-88,-10,7,8,52,5,28365057,224,17,2,8.76,59,1815,suburban,tmobile,2018-12-18T12:02:30Z,110801,13
190.15,1545134558,1821.85,51.482025,7.42327,144.01,17.66,-0.56,76.78,1,-88,-7,14,15,36,17,13392906,346,18,8,28.64,115,1865,suburban,vodafone,2018-12-18T12:02:38Z,52316,13
190.35,1545134559,1810.2,51.481963,7.423033,138.96,18.25,-0.04,78.16,1,-100,-11,7,6,41,5,28365057,224,18,4,8.93,56,1815,suburban,tmobile,2018-12-18T12:02:39Z,110801,13
191.9,1545134560,1842.93,51.482065,7.423537,140.41,17.98,-0.05,77.43,1,-103,-16,-5,4,39,15,13884185,27,18,4,4.42,122,1845,suburban,o2,2018-12-18T12:02:40Z,54235,13
200.16,1545134568,1996.96,51.482346,7.425743,141.14,17.13,-0.15,77.58,1,-93,-6,13,15,32,17,13392906,346,19,4,21.77,49,1865,suburban,vodafone,2018-12-18T12:02:48Z,52316,13
200.36,1545134569,1986.28,51.482311,7.425566,128.85,17.28,0.02,77.12,1,-101,-10,1,5,41,16,28368386,213,19,6,10.61,34,1815,suburban,tmobile,2018-12-18T12:02:49Z,110814,13
210.2,1545134579,2136.43,51.48259,7.427717,141.17,9.62,-0.71,81.49,1,-86,-9,6,15,41,17,13392906,346,20,7,14.47,53,1865,suburban,vodafone,2018-12-18T12:02:59Z,52316,13
210.38,1545134579,2131.02,51.482584,7.427561,136.07,9.81,-1.1,79.82,1,-96,-9,3,5,43,16,28368386,213,20,1,3.67,68,1815,suburban,tmobile,2018-12-18T12:02:59Z,110814,13
220.16,1545134588,2247.4,51.482538,7.429369,143.13,10.28,-0.15,97.12,1,-93,-9,6,14,34,17,13392906,346,21,0.1,5.84,106,1865,suburban,vodafone,2018-12-18T12:03:08Z,52316,13
220.36,1545134589,2238.9,51.482553,7.429256,141.15,9.85,-0.34,95.59,1,-98,-11,1,5,43,16,28368386,213,21,10,11.24,57,1815,suburban,tmobile,2018-12-18T12:03:09Z,110814,13
230.15,1545134598,2343.91,51.482414,7.430747,147.17,7.43,-0.85,97.25,1,-88,-6,21,15,37,4,13392904,347,22,4,50.63,61,1865,suburban,vodafone,2018-12-18T12:03:18Z,52316,13
230.13,1545134599,2353.53,51.482424,7.430898,141.28,7.19,-0.42,96.07,1,-93,-10,2,1,45,10,13823003,266,22,3,6.44,34,1845,suburban,o2,2018-12-18T12:03:19Z,53996,13
230.34,1545134599,2336.62,51.48243,7.430701,144.64,8.23,-0.67,98.02,1,-95,-8,1,10,41,7,28367106,86,22,0.5,5.73,89,1815,suburban,tmobile,2018-12-18T12:03:19Z,110809,13
240.15,1545134608,2450.85,51.482285,7.432343,148.36,14.29,0.46,96.08,1,-78,-7,25,15,50,4,13392904,347,23,2,46.78,54,1865,suburban,vodafone,2018-12-18T12:03:28Z,52316,13
240.16,1545134609,2467.39,51.482273,7.432596,143.17,14.92,0.63,96.5,1,-81,-7,22,8,52,10,13823003,266,23,10,10.13,34,1845,suburban,o2,2018-12-18T12:03:29Z,53996,13
240.35,1545134610,2437.74,51.482281,7.432209,145.41,13.81,-0.01,96.5,1,-95,-10,8,6,46,7,28367106,86,23,3,8.5,84,1815,suburban,tmobile,2018-12-18T12:03:30Z,110809,13
250.15,1545134618,2601.08,51.482132,7.434509,149.03,15.37,0.45,97.55,1,-74,-6,22,15,49,4,13392904,347,24,4,52.89,81,1865,suburban,vodafone,2018-12-18T12:03:38Z,52316,13
250.2,1545134618,2618.87,51.482117,7.434779,141.07,15.64,0.12,96.43,1,-82,-7,15,10,52,10,13823003,266,24,0.1,5.48,45,1845,suburban,o2,2018-12-18T12:03:38Z,53996,13
250.38,1545134619,2586.72,51.482128,7.434347,146.5,14.98,0.31,96.62,1,-98,-11,5,6,44,5,28367106,86,24,0.5,7.31,35,1815,suburban,tmobile,2018-12-18T12:03:39Z,110809,13
260.2,1545134628,2742.05,51.481969,7.436478,150.8,8.54,-2.73,98.37,1,-88,-8,12,10,38,4,13392904,347,25,3,34.29,93,1865,suburban,vodafone,2018-12-18T12:03:48Z,52316,13
260.2,1545134629,2752.77,51.481957,7.436611,142.78,5.84,-3.01,96.91,1,-75,-6,22,11,57,10,13823003,266,25,4,7.24,36,1845,suburban,o2,2018-12-18T12:03:49Z,53996,13
260.34,1545134629,2731.11,51.481978,7.436421,147.71,11.1,-1.81,97.2,1,-90,-9,3,6,49,4,28367105,85,25,0.5,6.04,37,1815,suburban,tmobile,2018-12-18T12:03:49Z,110809,13
270.15,1545134638,2808.55,51.481908,7.437503,152.49,8.13,0.38,94.95,1,-90,-10,10,15,34,4,13392904,347,26,6,24.32,55,1865,suburban,vodafone,2018-12-18T12:03:58Z,52316,13
270.17,1545134638,2820.18,51.481902,7.437634,144.55,8.06,0.01,96.21,1,-77,-6,25,12,56,10,13823003,266,26,9,14.01,67,1845,suburban,o2,2018-12-18T12:03:58Z,53996,13
270.35,1545134639,2802.1,51.48191,7.437425,149.89,9.05,0.53,97.23,1,-91,-7,5,7,48,4,28367105,85,26,1,12.05,50,1815,suburban,tmobile,2018-12-18T12:03:59Z,110809,13
280.15,1545134648,2888.16,51.481829,7.438743,153.62,7.73,-1.03,96.7,1,-98,-11,6,12,28,4,13392904,347,27,7,26.69,51,1865,suburban,vodafone,2018-12-18T12:04:08Z,52316,13
280.18,1545134648,2903.87,51.481814,7.438902,148.22,8.37,0.25,97.05,1,-67,-7,31,15,63,10,13823003,266,27,8,10.71,35,1845,suburban,o2,2018-12-18T12:04:08Z,53996,13
280.34,1545134649,2881.62,51.481823,7.438633,151.11,8.84,-0.27,97.34,1,-88,-6,11,15,49,4,28367105,85,27,7,15.49,103,1815,suburban,tmobile,2018-12-18T12:04:09Z,110809,13
290.16,1545134658,2977.4,51.481725,7.440028,154.79,8.68,-0.67,96.14,1,-100,-7,7,12,25,6,13392905,345,28,8,29.36,64,1865,suburban,vodafone,2018-12-18T12:04:18Z,52316,13
290.15,1545134658,2993.96,51.481737,7.440178,147.29,7.94,-0.87,95.6,1,-76,-7,27,11,58,10,13823003,266,28,9,16.94,55,1845,suburban,o2,2018-12-18T12:04:18Z,53996,13
290.33,1545134659,2969.54,51.481738,7.43992,152.52,9.19,-0.57,94.83,1,-91,-5,16,9,45,8,28368386,213,28,0.1,5.84,33,1815,suburban,tmobile,2018-12-18T12:04:19Z,110814,13
300.15,1545134668,3016.11,51.481725,7.440556,155.53,3.26,1.25,95.36,1,-100,-6,16,13,23,6,13392905,345,29,5,28.69,55,1865,suburban,vodafone,2018-12-18T12:04:28Z,52316,13
300.17,1545134669,3027.35,51.481718,7.440644,147.85,3.96,0.98,95.51,1,-69,-6,21,11,63,10,13823003,266,29,3,9.24,35,1845,suburban,o2,2018-12-18T12:04:29Z,53996,13
300.36,1545134669,3015.56,51.481714,7.440557,152.59,1.93,0.68,93.83,1,-94,-7,13,11,44,8,28368386,213,29,0.5,3.27,79,1815,suburban,tmobile,2018-12-18T12:04:29Z,110814,13
310.17,1545134678,3035.96,51.481685,7.440806,156.11,0,0,96.04,1,-100,-8,2,11,25,6,13392905,345,30,6,20.31,61,1865,suburban,vodafone,2018-12-18T12:04:38Z,52316,13
310.12,1545134679,3044.17,51.481707,7.440829,148.34,0,0,96.18,1,-75,-8,6,7,63,10,13823003,266,30,1,9,37,1845,suburban,o2,2018-12-18T12:04:39Z,53996,13
310.39,1545134679,3036.91,51.481697,7.44085,152.84,0,0,97.1,1,-97,-9,7,6,43,8,28368386,213,30,1,6.28,38,1815,suburban,tmobile,2018-12-18T12:04:39Z,110814,13
320.13,1545134688,3035.96,51.481652,7.440977,157,5.85,0,102.46,1,-98,-7,13,7,26,6,13392905,345,31,0.1,8.51,57,1865,suburban,vodafone,2018-12-18T12:04:48Z,52316,13
320.15,1545134689,3049.82,51.481702,7.441056,155.94,6.51,0.84,97.94,1,-68,-9,21,12,63,10,13823003,266,31,7,16.05,32,1845,suburban,o2,2018-12-18T12:04:49Z,53996,13
320.35,1545134689,3036.91,51.481697,7.44085,152.47,0,0,94.11,1,-94,-7,11,8,44,8,28368386,213,31,9,11.72,35,1815,suburban,tmobile,2018-12-18T12:04:49Z,110814,13
330.15,1545134698,3114.89,51.481338,7.44204,158.25,12.29,1.27,130.35,1,-98,-7,7,10,20,6,13392905,345,32,7,25.93,52,1865,suburban,vodafone,2018-12-18T12:04:58Z,52316,13
330.13,1545134698,3137.15,51.481274,7.442176,161.46,12.41,0.35,133.19,1,-74,-6,14,10,59,1,13823002,265,32,2,4.92,93,1845,suburban,o2,2018-12-18T12:04:58Z,53996,13
330.37,1545134699,3104.45,51.48142,7.441884,160.43,11.17,1.14,126.41,1,-90,-9,0,6,46,7,28367105,85,32,0.1,9.2,33,1815,suburban,tmobile,2018-12-18T12:04:59Z,110809,13
340.17,1545134708,3232.33,51.480541,7.443126,161.55,10.58,0.22,172.8,1,-85,-7,26,10,40,7,12973569,333,33,0.5,33.9,46,860,suburban,vodafone,2018-12-18T12:05:08Z,50678,13
340.13,1545134708,3256.28,51.48044,7.443161,159.43,9.23,-1.3,175.41,1,-59,-5,18,12,63,1,13823002,265,33,1,7.25,43,1845,suburban,o2,2018-12-18T12:05:08Z,53996,13
340.36,1545134709,3225.36,51.480609,7.443101,158.11,10.75,0.02,157.98,1,-95,-7,13,7,43,7,28367105,85,33,6,15.9,34,1815,suburban,tmobile,2018-12-18T12:05:09Z,110809,13
350.14,1545134718,3343.2,51.479587,7.443739,161.21,13.4,0.63,151.26,1,-81,-6,24,15,43,7,12973569,333,34,7,33.55,47,860,suburban,vodafone,2018-12-18T12:05:18Z,50678,13
350.14,1545134718,3370.21,51.479475,7.443815,160.78,13.86,0.47,151.63,1,-87,-15,0,3,55,1,13823002,265,34,5,9.38,47,1845,suburban,o2,2018-12-18T12:05:18Z,53996,13
350.37,1545134719,3335.2,51.479685,7.443632,161.75,12.84,0.41,150.41,1,-102,-11,2,9,39,7,28367105,85,34,0.1,4.42,89,1815,suburban,tmobile,2018-12-18T12:05:19Z,110809,13
360.12,1545134728,3482.72,51.478467,7.444701,164.08,14.61,0.56,151.21,1,-72,-6,27,15,52,7,12973569,333,35,4,61.42,48,860,suburban,vodafone,2018-12-18T12:05:28Z,50678,13
360.15,1545134729,3511,51.478373,7.444786,162.77,14.54,-0.11,151.46,1,-80,-7,22,12,54,10,12896793,375,35,5,16.62,47,1845,suburban,o2,2018-12-18T12:05:29Z,50378,13
360.5,1545134729,3473.57,51.478574,7.444603,164.14,14.03,0.41,151.39,1,-106,-12,1,5,37,7,28368386,213,35,7,7.62,73,1815,suburban,tmobile,2018-12-18T12:05:29Z,110814,13
370.13,1545134738,3625.86,51.477332,7.445678,164.66,13.94,-0.36,151.56,1,-67,-6,14,13,58,7,12973569,333,36,6,50.74,64,860,suburban,vodafone,2018-12-18T12:05:38Z,50678,13
370.14,1545134738,3653.55,51.477258,7.445759,166.83,13.59,-0.37,151.59,1,-76,-9,24,15,60,10,12896793,375,36,2,2.62,106,1845,suburban,o2,2018-12-18T12:05:38Z,50378,13
370.38,1545134740,3616.49,51.477448,7.445579,165.42,14.33,0.19,151.65,1,-99,-8,6,7,40,7,28368384,215,36,10,13.73,103,1815,suburban,tmobile,2018-12-18T12:05:40Z,110814,13
380.13,1545134748,3748.26,51.476381,7.446518,160.67,9.91,-0.45,152.37,1,-63,-5,19,14,62,2,12973570,334,37,3,44.04,48,860,suburban,vodafone,2018-12-18T12:05:48Z,50678,13
380.13,1545134748,3772.04,51.476332,7.446575,163.44,8.85,-1.1,152.06,1,-71,-8,28,13,63,10,12896793,375,37,4,8.11,101,1845,suburban,o2,2018-12-18T12:05:48Z,50378,13
380.35,1545134749,3743.15,51.476471,7.446425,165.41,10.36,-0.34,152.18,1,-92,-5,16,4,47,11,29568768,415,37,1,6.8,84,1815,suburban,tmobile,2018-12-18T12:05:49Z,115503,13
390.14,1545134759,3806.34,51.475966,7.446868,161.94,0,0,152.25,1,-70,-6,26,12,55,2,12973570,334,38,6,54.12,50,860,suburban,vodafone,2018-12-18T12:05:59Z,50678,13
390.14,1545134759,3820.16,51.475996,7.446867,163.81,0,0,151.32,1,-76,-10,19,14,62,10,12896793,375,38,2,3.5,97,1845,suburban,o2,2018-12-18T12:05:59Z,50378,13
390.36,1545134759,3811.48,51.475977,7.446848,165.51,0,-1.44,151.18,1,-85,-6,21,12,53,11,29568768,415,38,10,20.26,99,1815,suburban,tmobile,2018-12-18T12:05:59Z,115503,13
400.16,1545134768,3806.34,51.475966,7.446868,161.36,0,0,152.25,1,-70,-6,24,1,55,2,12973570,334,39,3,39.34,53,860,suburban,vodafone,2018-12-18T12:06:08Z,50678,13
400.13,1545134769,3820.16,51.475996,7.446867,163.74,0,0,151.32,1,-77,-7,30,11,59,10,12896793,375,39,6,12.3,88,1845,suburban,o2,2018-12-18T12:06:09Z,50378,13
400.37,1545134769,3811.48,51.475977,7.446848,165.47,0,0,151.18,1,-95,-6,14,12,43,11,29568768,415,39,8,20.11,65,1815,suburban,tmobile,2018-12-18T12:06:09Z,115503,13
410.15,1545134778,3820.56,51.475708,7.447126,147.08,8.46,0.77,151.51,1,-64,-5,23,1,62,2,12973570,334,40,3,63.16,46,860,suburban,vodafone,2018-12-18T12:06:18Z,50678,13
410.14,1545134778,3836.73,51.475672,7.447137,159.4,9.27,0.42,151.29,1,-70,-7,29,15,63,10,12896793,375,40,7,17.59,46,1845,suburban,o2,2018-12-18T12:06:18Z,50378,13
410.35,1545134779,3823.16,51.475801,7.447009,163.93,7.78,1.25,151.23,1,-87,-6,20,12,52,11,29568768,415,40,9,14.62,94,1815,suburban,tmobile,2018-12-18T12:06:19Z,115503,13
420.16,1545134788,3917.33,51.475038,7.447778,162.95,8.16,-0.42,145.21,1,-76,-10,23,11,58,2,12973570,334,41,10,54.27,46,860,suburban,vodafone,2018-12-18T12:06:28Z,50678,13
420.13,1545134788,3933.61,51.47498,7.447839,163.54,7.42,-0.69,144.5,1,-80,-7,21,12,55,10,12896793,375,41,0.1,5.23,64,1845,suburban,o2,2018-12-18T12:06:28Z,50378,13
420.36,1545134790,3920,51.475074,7.447707,166.96,8.67,-0.27,145.68,1,-96,-7,8,11,41,7,28368384,215,41,8,16.66,63,1815,suburban,tmobile,2018-12-18T12:06:30Z,110814,13
430.14,1545134798,3996.3,51.474485,7.448511,172.19,8.1,0.06,140.37,1,-83,-6,24,11,44,2,12973570,334,42,4,52.89,49,860,suburban,vodafone,2018-12-18T12:06:38Z,50678,13
430.16,1545134799,4011.77,51.47441,7.448592,168.33,8.44,0.39,140.06,1,-79,-9,14,9,57,10,12896793,375,42,10,9.55,113,1845,suburban,o2,2018-12-18T12:06:39Z,50378,13
430.36,1545134799,3999.32,51.474509,7.448411,170.43,8.11,0.06,140.96,1,-100,-8,10,9,40,7,28368384,215,42,9,16.56,83,1815,suburban,tmobile,2018-12-18T12:06:39Z,110814,13
440.12,1545134808,4098.73,51.473766,7.449552,169.42,11.99,0.01,135.32,1,-82,-6,12,9,43,2,12973570,334,43,8,39.58,47,860,suburban,vodafone,2018-12-18T12:06:48Z,50678,13
440.16,1545134809,4119.32,51.473674,7.449669,165.21,12.35,0.38,133.96,1,-74,-11,15,10,63,10,12896793,375,43,8,8.08,46,1845,suburban,o2,2018-12-18T12:06:49Z,50378,13
440.34,1545134809,4098.79,51.473804,7.449417,167.62,11.87,0.29,135.8,1,-82,-5,12,11,56,7,29568768,415,43,6,22.74,35,1815,suburban,tmobile,2018-12-18T12:06:49Z,115503,13
450.14,1545134818,4229.11,51.473044,7.45107,168.89,15.59,0.6,121.11,1,-87,-9,3,9,41,6,13394179,334,44,9,53.57,56,860,suburban,vodafone,2018-12-18T12:06:58Z,52321,13
450.16,1545134818,4254.09,51.47299,7.451285,164.82,15.65,0.12,119.53,1,-79,-9,14,11,57,1,12896794,376,44,5,9.72,53,1845,suburban,o2,2018-12-18T12:06:58Z,50378,13
450.34,1545134820,4226.51,51.473106,7.450872,166.98,15.06,0.77,122.61,1,-75,-6,26,15,63,7,29568768,415,44,3,13.47,72,1815,suburban,tmobile,2018-12-18T12:07:00Z,115503,13
460.19,1545134828,4381.07,51.472595,7.453177,165.32,15.2,-0.13,105.07,1,-78,-5,15,13,46,6,13394179,495,45,0.5,22.47,55,860,suburban,vodafone,2018-12-18T12:07:08Z,52321,13
460.17,1545134829,4405.93,51.472579,7.453387,169.78,15.04,-0.17,104.53,1,-67,-7,20,15,63,1,12896794,376,45,8,9.51,114,1845,suburban,o2,2018-12-18T12:07:09Z,50378,13
460.33,1545134830,4378.07,51.472606,7.452939,166.21,15.31,0.3,106.71,1,-82,-6,16,15,55,7,29568768,415,45,1,9.24,43,1815,suburban,tmobile,2018-12-18T12:07:10Z,115503,13
470.21,1545134838,4529.33,51.472262,7.45521,165.47,15.79,0.37,109,1,-79,-7,11,9,50,6,13394179,495,46,3,32.83,49,860,suburban,vodafone,2018-12-18T12:07:18Z,52321,13
470.15,1545134838,4555,51.472226,7.455389,165.45,15.75,-0.05,109.64,1,-84,-7,9,11,50,1,12896794,376,46,3,5.52,48,1845,suburban,o2,2018-12-18T12:07:18Z,50378,13
470.34,1545134839,4525.43,51.472293,7.454971,165.18,15.41,0.53,107.16,1,-81,-5,20,14,54,7,29568768,415,46,3,14.93,67,1815,suburban,tmobile,2018-12-18T12:07:19Z,115503,13
480.14,1545134848,4674.32,51.471759,7.457112,160.24,12.58,-0.27,114.82,1,-81,-7,13,12,45,4,13394177,497,47,2,38,51,860,suburban,vodafone,2018-12-18T12:07:28Z,52321,13
480.18,1545134849,4697.11,51.471722,7.4573,165.12,12.47,-0.15,115.52,1,-84,-7,20,11,49,1,12896794,376,47,8,7.46,136,1845,suburban,o2,2018-12-18T12:07:29Z,50378,13
480.33,1545134849,4673.48,51.471779,7.456926,164.11,12.81,-0.24,115.43,1,-83,-5,22,15,54,7,29568768,415,47,0.1,7.41,36,1815,suburban,tmobile,2018-12-18T12:07:29Z,115503,13
490.12,1545134858,4785.41,51.471309,7.458497,159.32,7.95,-0.76,114.66,1,-76,-6,21,15,50,4,13394177,497,48,7,78.43,52,860,suburban,vodafone,2018-12-18T12:07:38Z,52321,13
490.19,1545134859,4803.71,51.471316,7.458601,164.79,6.58,-1.46,115.05,1,-89,-9,12,10,47,1,12896794,376,48,1,10.17,48,1845,suburban,o2,2018-12-18T12:07:39Z,50378,13
490.33,1545134859,4788.46,51.471307,7.458375,161.45,8.7,-0.48,115.01,1,-88,-7,16,12,50,7,29568768,415,48,5,12.9,82,1815,suburban,tmobile,2018-12-18T12:07:39Z,115503,13
500.15,1545134868,4821.76,51.4712,7.458905,159.97,0,0,114.2,1,-80,-5,15,10,42,4,13394177,497,49,10,109.59,53,860,suburban,vodafone,2018-12-18T12:07:48Z,52321,13
500.16,1545134869,4832.08,51.471218,7.458932,163.09,0,0,114.6,1,-91,-8,15,1,44,1,12896794,376,49,0.5,2.32,100,1845,suburban,o2,2018-12-18T12:07:49Z,50378,13
500.35,1545134869,4833.49,51.471171,7.458884,160.41,0,0,115.98,1,-96,-9,10,11,44,7,29568768,415,49,5,19.27,49,1815,suburban,tmobile,2018-12-18T12:07:49Z,115503,13
510.2,1545134878,4821.76,51.4712,7.458905,159.81,0,0,114.2,1,-80,-5,21,12,42,4,13394177,497,50,1,27.12,58,860,suburban,vodafone,2018-12-18T12:07:58Z,52321,13
510.19,1545134879,4832.08,51.471218,7.458932,163,0,0,114.6,1,-90,-8,17,9,44,1,12896794,376,50,10,10.74,59,1845,suburban,o2,2018-12-18T12:07:59Z,50378,13
510.33,1545134880,4833.49,51.471171,7.458884,160.36,0,0,115.98,1,-95,-9,12,12,43,7,29568768,415,50,10,16.35,65,1815,suburban,tmobile,2018-12-18T12:08:00Z,115503,13
520.16,1545134888,4867.87,51.47095,7.459681,157.97,9.61,0.39,115.41,1,-77,-6,19,12,47,4,13394177,497,51,3,56.34,67,860,suburban,vodafone,2018-12-18T12:08:08Z,52321,13
520.15,1545134888,4880.91,51.470929,7.459824,159.72,10.56,1,114.71,1,-89,-8,13,8,46,1,12896794,376,51,9,11.81,83,1845,suburban,o2,2018-12-18T12:08:08Z,50378,13
520.35,1545134889,4870.49,51.470957,7.459535,158.62,9.16,-0.05,116.68,1,-95,-10,-1,8,47,7,29568768,415,51,10,10.94,37,1815,suburban,tmobile,2018-12-18T12:08:09Z,115503,13
530.21,1545134898,4990.47,51.470492,7.461352,157.54,13.51,0.32,114.6,1,-84,-7,13,12,42,4,13394177,497,52,0.1,7.41,60,860,suburban,vodafone,2018-12-18T12:08:18Z,52321,13
530.18,1545134899,5007.93,51.470461,7.461505,159.26,14,0.52,115.94,1,-90,-8,17,8,44,1,12896794,376,52,5,7.2,54,1845,suburban,o2,2018-12-18T12:08:19Z,50378,13
530.37,1545134899,4988.22,51.470536,7.461134,157.04,13.12,0.08,114.66,1,-95,-10,1,8,45,6,29568769,416,52,8,8.46,41,1815,suburban,tmobile,2018-12-18T12:08:19Z,115503,13
540.18,1545134908,5135.45,51.469937,7.463253,158.25,15.07,0.19,114.48,1,-91,-8,6,7,36,4,13394177,497,53,5,35.03,50,860,suburban,vodafone,2018-12-18T12:08:28Z,52321,13
